id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,imdb_votes
tm126855,Fox and His Friends,MOVIE,1975,,125,"['drama', 'romance', 'european', 'crime']",['DE'],7.6,6312
tm52243,L'Avventura,MOVIE,1960,,143,"['drama', 'european', 'romance', 'family']","['FR', 'IT']",7.8,30784
tm127965,Superman II,MOVIE,1980,PG,127,"['scifi', 'action']","['GB', 'US']",6.8,109711
tm10833,Lucia,MOVIE,1970,,160,['drama'],['CU'],7.1,1065
tm41864,Yojimbo,MOVIE,1961,,110,"['thriller', 'crime', 'comedy', 'action', 'drama', 'european']",['JP'],8.2,124588
tm114067,Summertime,MOVIE,1955,,100,"['comedy', 'drama', 'romance']","['US', 'GB']",7.1,9173
tm119834,Wild Strawberries,MOVIE,1957,,92,"['drama', 'european', 'romance']",['SE'],8.1,108910
tm70367,Quadrophenia,MOVIE,1979,R,120,"['drama', 'music']",['GB'],7.2,19581
tm128900,The Fly,MOVIE,1958,,94,"['horror', 'drama', 'scifi']",['US'],7.1,24142
tm11359,Carnival of Souls,MOVIE,1962,,78,['horror'],['US'],7,25739
tm102137,Elvis: That's the Way It Is,MOVIE,1970,G,97,"['music', 'documentation']",['US'],7.9,3055
tm88911,Harlan County U.S.A.,MOVIE,1977,PG,103,['documentation'],['US'],8.2,6072
tm94847,Urban Cowboy,MOVIE,1980,PG,132,"['drama', 'romance', 'western']",['US'],6.4,15635
tm12133,Shaft,MOVIE,1971,R,100,"['thriller', 'action', 'crime']",['US'],6.6,19842
tm31325,Lord of the Flies,MOVIE,1963,PG-13,92,"['thriller', 'drama']",['GB'],6.9,19534
tm73791,The Battle of Algiers,MOVIE,1966,,121,"['drama', 'european', 'war']","['DZ', 'IT']",8.1,58369
tm101387,Rodan,MOVIE,1956,PG,82,"['horror', 'scifi', 'action', 'drama']",['JP'],6.2,5455
tm156426,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,MOVIE,1972,R,87,['comedy'],['US'],6.7,40510
tm189614,The Last Detail,MOVIE,1974,R,104,"['drama', 'comedy']",['US'],7.5,26026
tm1390,A Star Is Born,MOVIE,1973,R,139,"['drama', 'romance', 'music']",['US'],6.1,12184
tm86154,The Killing of a Chinese Bookie,MOVIE,1976,R,135,"['thriller', 'drama', 'crime']",['US'],7.3,13589
tm147474,Super Fly,MOVIE,1972,R,93,"['drama', 'thriller', 'action', 'crime', 'music']",['US'],6.4,8041
tm46815,La Notte,MOVIE,1961,,122,"['drama', 'romance', 'european']","['FR', 'IT']",8,22258
tm18537,La Strada,MOVIE,1954,,115,"['drama', 'european']",['IT'],8,64288
tm75229,The Swimming Pool,MOVIE,1969,PG,122,"['drama', 'european', 'romance', 'crime']","['FR', 'IT']",7.1,11205
tm108185,Pather Panchali,MOVIE,1955,,125,['drama'],['IN'],8.3,34334
tm96081,The Red Balloon,MOVIE,1956,,34,"['drama', 'family', 'fantasy', 'comedy', 'european']",['FR'],,
tm125870,Grey Gardens,MOVIE,1976,PG,94,"['documentation', 'comedy', 'drama']",['US'],7.6,14238
tm10863,The Miracle Worker,MOVIE,1962,,106,['drama'],['US'],8.1,19341
tm121175,Le Samouraï,MOVIE,1967,PG,105,"['thriller', 'european', 'crime', 'drama']","['FR', 'IT']",8,50777
tm129542,An American in Paris,MOVIE,1951,,113,"['comedy', 'drama', 'romance']",['US'],7.2,34744
tm39463,Black Orpheus,MOVIE,1959,PG,100,"['drama', 'music', 'romance', 'fantasy', 'european']","['BR', 'FR', 'IT']",7.4,11636
tm100826,Original Cast Album: Company,MOVIE,1970,PG,53,"['music', 'documentation']",['US'],8.1,903
tm12185,The Murder of Fred Hampton,MOVIE,1972,,88,"['documentation', 'crime', 'history']",['US'],7.5,476
tm184895,Sisters,MOVIE,1973,R,92,"['horror', 'thriller']",['US'],6.9,18926
tm2553,Carol for Another Christmas,MOVIE,1964,,84,"['drama', 'fantasy']",['US'],6.5,1208
tm79269,The Brood,MOVIE,1979,R,92,"['horror', 'scifi']",['CA'],6.8,31714
ts21680,Scooby-Doo and Scrappy-Doo,SHOW,1979,TV-G,15,"['comedy', 'animation', 'thriller', 'crime', 'family']",['US'],6.3,4196
tm91448,The Bad News Bears in Breaking Training,MOVIE,1977,PG,100,"['comedy', 'family', 'sport']",['US'],5.6,3450
tm39446,Good Morning,MOVIE,1959,,94,"['drama', 'comedy', 'family']",['JP'],7.8,9976
tm93745,The Brave One,MOVIE,1956,,100,"['drama', 'family']",['US'],6.6,986
tm69813,Wise Blood,MOVIE,1979,PG,106,"['drama', 'comedy']",['US'],6.9,6057
tm120702,Belle de Jour,MOVIE,1967,R,101,"['drama', 'european', 'romance']","['FR', 'IT']",7.7,46067
tm16937,The Bad News Bears Go to Japan,MOVIE,1978,PG,91,"['comedy', 'family', 'sport']",['US'],3.7,3112
tm150747,The Bitter Tears of Petra von Kant,MOVIE,1974,,124,"['drama', 'european', 'romance']",['DE'],7.6,10237
tm153746,Cries and Whispers,MOVIE,1973,R,91,"['drama', 'european']",['SE'],8,35063
tm78659,Happiness,MOVIE,1965,,79,"['drama', 'european', 'romance']",['FR'],7.6,8153
tm130897,The Music Room,MOVIE,1958,,100,"['drama', 'music']",['IN'],7.9,6342
tm186978,Red Desert,MOVIE,1964,,117,"['drama', 'european']","['FR', 'IT']",7.5,16418
tm28562,Tom Jones,MOVIE,1963,,128,"['comedy', 'romance', 'history', 'european']",['GB'],6.4,13465
tm113394,Hearts and Minds,MOVIE,1975,R,112,"['war', 'documentation', 'history']",['US'],8.2,5848
tm81379,Red Beard,MOVIE,1965,,185,['drama'],['JP'],8.3,19807
tm180597,"Ghidorah, the Three-Headed Monster",MOVIE,1964,,92,"['action', 'comedy', 'fantasy', 'scifi', 'thriller']",['JP'],6.5,7001
tm119413,Bob Dylan: Dont Look Back,MOVIE,1968,,96,"['documentation', 'music']",['US'],7.9,9635
tm119954,The X from Outer Space,MOVIE,1967,PG,89,"['horror', 'scifi']",['JP'],4.8,1324
tm37990,First Man into Space,MOVIE,1959,,77,"['drama', 'horror', 'scifi']",['GB'],5.4,1585
tm88406,Chimes at Midnight,MOVIE,1967,,113,"['comedy', 'drama', 'european', 'war', 'history']","['CH', 'ES']",7.6,11
tm10313,Knife in the Water,MOVIE,1962,,94,"['thriller', 'drama', 'european']",['PL'],7.4,22552
tm189591,The Unsinkable Molly Brown,MOVIE,1964,,128,"['comedy', 'romance', 'western']",['US'],6.6,3969
tm10274,An Autumn Afternoon,MOVIE,1962,,114,['drama'],['JP'],8.1,9654
tm187689,Amarcord,MOVIE,1973,R,123,"['drama', 'european', 'romance', 'comedy', 'family']",['IT'],7.9,44623
tm76771,"War and Peace, Part I: Andrei Bolkonsky",MOVIE,1966,,147,"['drama', 'war']",['SU'],8.2,1881
tm103236,The Wages of Fear,MOVIE,1953,PG-13,153,"['thriller', 'drama', 'european']","['FR', 'IT']",8.2,62542
tm93726,My Bodyguard,MOVIE,1980,PG,96,"['comedy', 'drama', 'family']",['US'],7.1,10044
tm71397,All Monsters Attack,MOVIE,1969,G,70,"['fantasy', 'scifi', 'family', 'action']",['JP'],3.9,4905
tm122333,The Lost Honor of Katharina Blum,MOVIE,1976,R,106,"['drama', 'european', 'crime']",['DE'],7.3,4598
tm185022,The Naked Kiss,MOVIE,1964,,93,"['crime', 'drama']",['US'],7.2,8185
ts4000,Aquaman,SHOW,1967,TV-Y,26,"['animation', 'action', 'family', 'fantasy']",['US'],6.6,738
tm182273,Mothra vs. Godzilla,MOVIE,1964,,89,"['drama', 'action', 'scifi', 'fantasy']",['JP'],6.5,9255
tm105976,I Vitelloni,MOVIE,1954,,103,"['drama', 'comedy', 'european']","['FR', 'IT']",7.8,18966
tm135863,Early Summer,MOVIE,1951,,125,['drama'],['JP'],8.1,8885
tm12101,Oliver!,MOVIE,1968,G,153,"['drama', 'family']",['GB'],7.4,39437
tm133505,Elevator to the Gallows,MOVIE,1958,,91,"['drama', 'thriller', 'european', 'crime']",['FR'],7.9,26673
tm98179,Private Benjamin,MOVIE,1980,R,109,"['comedy', 'war']",['US'],6.2,27214
tm183324,Kwaidan,MOVIE,1965,,183,"['fantasy', 'horror', 'drama']",['JP'],7.9,18492
tm72207,Z,MOVIE,1969,,127,"['thriller', 'history', 'drama', 'european', 'crime']","['DZ', 'FR']",8.2,29608
tm47884,Through a Glass Darkly,MOVIE,1961,,89,"['drama', 'european']",['SE'],8,26038
tm29183,Shock Corridor,MOVIE,1963,,102,"['thriller', 'drama']",['US'],7.3,12471
tm72779,The Marriage of Maria Braun,MOVIE,1979,R,120,"['drama', 'european']",['DE'],7.7,14148
tm188620,The Soft Skin,MOVIE,1964,,113,"['drama', 'european', 'romance']",['FR'],7.5,7950
tm68390,The Shooting,MOVIE,1968,G,78,"['western', 'comedy']",['US'],6.5,5883
tm105881,The Night Porter,MOVIE,1974,R,118,"['drama', 'romance', 'war', 'european']",['IT'],6.6,13713
tm81844,Juliet of the Spirits,MOVIE,1965,,148,"['comedy', 'drama', 'fantasy', 'european']","['FR', 'IT']",7.5,14050
tm188425,Cleopatra Jones,MOVIE,1973,R,89,"['thriller', 'action', 'crime']",['US'],5.9,3287
tm129340,The Blob,MOVIE,1958,,86,"['scifi', 'horror']",['US'],6.3,27480
tm81703,Invasion of Astro-Monster,MOVIE,1965,G,96,"['action', 'scifi']",['JP'],6.2,6643
tm108603,Ali: Fear Eats the Soul,MOVIE,1974,,93,"['drama', 'european', 'romance']",['DE'],8,22335
tm120163,The Young Girls of Rochefort,MOVIE,1967,G,120,"['drama', 'european', 'romance', 'comedy']",['FR'],7.7,10860
tm47786,Shoot the Piano Player,MOVIE,1960,,85,"['drama', 'thriller', 'european', 'crime']",['FR'],7.4,19825
tm100656,...And God Created Woman,MOVIE,1956,PG,95,"['drama', 'european', 'romance']",['FR'],6.3,8762
tm122614,The Cranes Are Flying,MOVIE,1957,,97,"['drama', 'romance', 'war']",['SU'],8.3,18295
tm93787,The Last Metro,MOVIE,1980,PG,131,"['drama', 'european', 'war', 'romance']",['FR'],7.4,14785
tm70946,My Night at Maud's,MOVIE,1969,,100,"['comedy', 'drama', 'european', 'romance']",['FR'],7.8,13630
tm156325,Lone Wolf and Cub: Sword of Vengeance,MOVIE,1972,,83,"['drama', 'action']",['JP'],7.7,8375
tm54823,Victim,MOVIE,1961,,100,"['thriller', 'drama', 'crime']",['GB'],7.7,6448
tm14994,Monterey Pop,MOVIE,1969,,78,"['documentation', 'music', 'history']",['US'],8,4606
tm72561,The Tin Drum,MOVIE,1979,R,142,"['drama', 'war', 'european']","['DE', 'FR', 'PL']",7.5,24806
tm19874,Autumn Sonata,MOVIE,1978,PG,99,"['drama', 'european', 'music']","['DE', 'SE']",8.1,35418
tm105641,Wanda,MOVIE,1971,PG,102,"['drama', 'crime']",['US'],7.1,4859
tm133889,Mon Oncle,MOVIE,1958,,118,"['comedy', 'european']","['IT', 'FR']",7.7,22984
tm187009,F for Fake,MOVIE,1973,PG,85,"['documentation', 'european']","['DE', 'IR', 'FR']",7.7,17365
tm104934,Dodes'ka-den,MOVIE,1971,,140,['drama'],['JP'],7.3,7150
tm55130,The Machine That Kills Bad People,MOVIE,1952,,85,"['comedy', 'european', 'fantasy']",['IT'],6.7,766
tm109142,Godzilla Raids Again,MOVIE,1955,,82,"['scifi', 'horror', 'family', 'action']",['JP'],5.8,7259
tm185165,Lady Snowblood,MOVIE,1973,,97,"['action', 'drama', 'thriller', 'crime']",['JP'],7.6,15003
tm155263,Love in the Afternoon,MOVIE,1972,R,97,"['drama', 'romance', 'european', 'comedy']",['FR'],7.6,8717
tm153422,Two English Girls,MOVIE,1971,,130,"['drama', 'european', 'romance']",['FR'],7.2,5594
tm1859,2 or 3 Things I Know About Her,MOVIE,1967,,87,"['comedy', 'drama', 'european']",['FR'],6.6,7863
tm103259,Monsieur Hulot's Holiday,MOVIE,1953,,87,"['comedy', 'european']",['FR'],7.3,19104
tm52201,Shadows,MOVIE,1959,PG,87,"['drama', 'music', 'romance']",['US'],7.2,11881
tm92711,Breaker Morant,MOVIE,1980,PG,107,"['drama', 'history', 'war']",['AU'],7.8,13836
tm60015,Limelight,MOVIE,1952,G,137,"['drama', 'music', 'romance']",['US'],8,21035
tm107415,Lola Montès,MOVIE,1955,,116,"['drama', 'european', 'romance']","['FR', 'DE']",7.2,5634
tm98935,My American Uncle,MOVIE,1980,PG,125,"['comedy', 'drama', 'european', 'romance']",['FR'],7.6,6430
tm19681,Senso,MOVIE,1955,,118,"['drama', 'european', 'romance', 'war', 'history']",['IT'],7.4,7136
tm948,A Taste of Honey,MOVIE,1961,,100,['drama'],['GB'],7.4,5923
tm16584,Destroy All Monsters,MOVIE,1968,G,89,"['action', 'scifi', 'thriller', 'horror']",['JP'],6.4,6697
tm103419,From Here to Eternity,MOVIE,1953,,118,"['drama', 'war', 'romance']",['US'],7.6,48175
tm113170,Mr. Arkadin,MOVIE,1955,PG,95,"['drama', 'thriller', 'european', 'crime']","['ES', 'CH', 'FR']",7.1,8750
tm58684,Umberto D.,MOVIE,1952,,91,"['drama', 'european']",['IT'],8.2,26561
tm109203,Ugetsu,MOVIE,1953,,96,"['drama', 'fantasy', 'war']",['JP'],8.2,24258
tm10466,The Trial of Joan of Arc,MOVIE,1963,,62,"['drama', 'european', 'history']",['FR'],7.4,5472
tm44575,The End of Summer,MOVIE,1961,,103,['drama'],['JP'],7.7,4219
tm16311,Hobson's Choice,MOVIE,1954,,107,"['comedy', 'drama', 'romance']",['GB'],7.7,8091
tm106126,Sawdust and Tinsel,MOVIE,1953,,93,"['drama', 'european']",['SE'],7.4,7001
tm67454,Daisies,MOVIE,1966,,74,"['comedy', 'drama', 'european']",['XC'],7.3,13454
tm74276,The War of the Gargantuas,MOVIE,1966,G,88,"['action', 'horror', 'scifi']",['JP'],6.2,3197
tm101406,Aparajito,MOVIE,1956,,110,['drama'],['IN'],8.3,14859
tm76011,My Brilliant Career,MOVIE,1979,G,100,"['drama', 'romance']",['AU'],7.1,4507
tm13792,Symbiopsychotaxiplasm: Take One,MOVIE,1968,R,75,['documentation'],['US'],7.2,2183
tm100965,High Society,MOVIE,1956,,111,"['romance', 'comedy', 'music']",['US'],6.9,16502
tm96136,"Godzilla, King of the Monsters!",MOVIE,1956,,80,"['horror', 'scifi', 'action']","['US', 'JP']",6.3,8230
tm124443,Terror of Mechagodzilla,MOVIE,1975,G,83,"['action', 'family', 'scifi', 'drama']",['JP'],6.1,5205
tm17268,Faces,MOVIE,1968,PG-13,130,['drama'],['US'],7.4,11039
tm45508,Divorce Italian Style,MOVIE,1962,,108,"['comedy', 'european', 'drama', 'romance']",['IT'],8,13266
tm106134,The Earrings of Madame de...,MOVIE,1953,,105,"['drama', 'european', 'romance']","['FR', 'IT']",7.9,10356
tm156318,Lone Wolf and Cub: Baby Cart in Peril,MOVIE,1972,,81,"['action', 'thriller']",['JP'],7.5,4688
tm70261,The Elephant God,MOVIE,1979,,120,"['crime', 'family']",['IN'],7.9,2125
tm185943,Onibaba,MOVIE,1964,NC-17,105,"['horror', 'drama', 'thriller']",['JP'],7.9,19839
tm79002,The Shop on Main Street,MOVIE,1965,PG,128,"['drama', 'european', 'war']",['XC'],8.2,9189
tm153192,The Ruling Class,MOVIE,1972,PG,154,"['drama', 'comedy']",['GB'],7.3,6464
tm17654,Samurai I: Musashi Miyamoto,MOVIE,1954,,93,"['action', 'drama', 'history', 'romance']",['JP'],7.4,9015
tm156330,Lone Wolf and Cub: Baby Cart at the River Styx,MOVIE,1972,,81,"['drama', 'action']",['JP'],7.9,6479
tm26092,Bay of Angels,MOVIE,1963,,79,"['drama', 'european', 'romance']","['MC', 'FR']",7.3,3848
tm91569,The Last Wave,MOVIE,1977,PG,106,"['thriller', 'drama', 'fantasy']",['AU'],7,10272
tm112552,Richard III,MOVIE,1956,,155,"['drama', 'history', 'war']",['GB'],7.4,4798
tm14155,Jubilee,MOVIE,1980,,106,"['drama', 'comedy', 'fantasy', 'music', 'european']",['GB'],6,3482
tm79826,The Rite,MOVIE,1969,,76,"['drama', 'european']",['SE'],7,3068
tm77906,The Coward,MOVIE,1965,,70,"['drama', 'romance']",['IN'],7.6,2257
tm189227,Don't Play Us Cheap,MOVIE,1972,,95,"['comedy', 'romance']",['US'],5.5,327
tm70124,"Ebirah, Horror of the Deep",MOVIE,1966,PG,87,"['fantasy', 'action', 'scifi', 'comedy', 'drama']",['JP'],5.5,5663
tm124668,Love in the Afternoon,MOVIE,1957,,130,"['comedy', 'drama', 'crime', 'romance']",['US'],7.1,16111
tm1834,A King in New York,MOVIE,1957,G,104,"['comedy', 'drama']","['US', 'GB']",7,8425
tm130126,Ashes and Diamonds,MOVIE,1958,,105,"['drama', 'european', 'war', 'romance']",['PL'],7.8,12554
tm78434,The Honeymoon Killers,MOVIE,1970,R,107,"['romance', 'thriller', 'crime', 'drama']",['US'],7,5465
tm58585,Europe '51,MOVIE,1953,,118,"['drama', 'european']",['IT'],7.4,4375
tm135038,Miracle in Milan,MOVIE,1951,,92,"['drama', 'comedy', 'european', 'fantasy']",['IT'],7.6,7703
tm87229,News from Home,MOVIE,1977,,85,"['documentation', 'european']","['FR', 'DE', 'BE']",7.3,2271
tm37127,Apur Sansar,MOVIE,1959,PG-13,105,"['drama', 'romance']",['IN'],8.5,15217
tm184958,Touki Bouki,MOVIE,1976,,91,['drama'],['SN'],7,3567
tm28200,The Big City,MOVIE,1963,,136,['drama'],['IN'],8.3,4627
tm91404,"One Sings, the Other Doesn't",MOVIE,1977,,120,"['drama', 'european', 'history']","['FR', 'SU']",7.4,2106
tm112065,Godzilla vs. Mechagodzilla,MOVIE,1974,G,84,"['action', 'family', 'fantasy', 'scifi', 'horror']",['JP'],6.2,7152
tm121885,Son of Godzilla,MOVIE,1967,PG,86,"['action', 'comedy', 'family', 'fantasy', 'scifi']",['JP'],5.2,5124
tm187368,Godzilla vs. Megalon,MOVIE,1973,G,82,"['action', 'family', 'scifi']",['JP'],4.8,6265
tm152030,Godzilla vs. Gigan,MOVIE,1972,PG,89,"['action', 'family', 'scifi', 'horror']",['JP'],5.6,5129
tm187847,Viva Las Vegas,MOVIE,1964,,85,"['comedy', 'drama']",['US'],6.3,8506
tm119862,Jailhouse Rock,MOVIE,1957,,96,"['drama', 'music', 'romance']",['US'],6.5,9211
tm96834,Samurai III: Duel at Ganryu Island,MOVIE,1956,,105,"['drama', 'action', 'romance']",['JP'],7.6,6356
tm83305,"Je, tu, il, elle",MOVIE,1974,,86,['drama'],"['BE', 'FR']",6.8,2492
tm17740,Godzilla vs. Hedorah,MOVIE,1971,PG,85,"['action', 'family', 'music', 'scifi', 'horror', 'animation']",['JP'],6,5926
tm187937,Charulata,MOVIE,1964,,117,"['drama', 'romance', 'european']",['IN'],8.1,6709
tm131671,"Ivan the Terrible, Part II: The Boyars' Plot",MOVIE,1958,,88,"['drama', 'history']",['SU'],7.8,7660
tm110873,Lady Snowblood 2: Love Song of Vengeance,MOVIE,1974,,89,"['drama', 'thriller']",['JP'],6.3,3926
tm73824,"War and Peace, Part II: Natasha Rostova",MOVIE,1966,,98,['drama'],['SU'],8,1635
tm146702,Shaft's Big Score!,MOVIE,1972,R,104,"['thriller', 'action', 'drama', 'crime']",['US'],6,3379
tm113969,Lone Wolf and Cub: White Heaven in Hell,MOVIE,1974,,83,"['action', 'drama', 'fantasy', 'history']",['JP'],7.4,3803
tm156310,Lone Wolf and Cub: Baby Cart to Hades,MOVIE,1972,PG,89,"['drama', 'action']",['JP'],7.5,5301
tm51439,Late Autumn,MOVIE,1960,,128,"['drama', 'comedy']",['JP'],8,5664
tm187935,Cheyenne Autumn,MOVIE,1964,,154,"['western', 'drama', 'history']",['US'],6.7,5946
tm91568,Opening Night,MOVIE,1978,PG-13,144,['drama'],['US'],7.9,11169
tm120886,Designing Woman,MOVIE,1957,,118,"['romance', 'comedy']",['US'],6.7,5057
tm19547,Journey to Italy,MOVIE,1954,,79,"['drama', 'european', 'romance']","['FR', 'IT']",7.3,11264
tm131861,Equinox Flower,MOVIE,1958,,118,"['comedy', 'drama']",['JP'],7.8,4442
tm40029,Look Back in Anger,MOVIE,1959,,115,['drama'],['GB'],7,4019
tm188189,Lone Wolf and Cub: Baby Cart in the Land of Demons,MOVIE,1973,,89,"['crime', 'drama', 'thriller', 'action']",['JP'],7.5,4370
tm121209,Camelot,MOVIE,1967,G,179,"['romance', 'fantasy', 'comedy', 'drama']",['US'],6.5,6992
tm188205,Children of the Damned,MOVIE,1964,,90,"['drama', 'horror', 'scifi']",['GB'],6.2,4742
tm116799,Tokyo Twilight,MOVIE,1957,R,141,['drama'],['JP'],8.1,4354
tm135049,The River,MOVIE,1951,,99,"['drama', 'romance', 'european']","['FR', 'IN', 'US']",7.4,6488
tm121789,The Wings of Eagles,MOVIE,1957,,110,"['drama', 'war']",['US'],6.6,4332
tm58732,Variety Lights,MOVIE,1953,,93,"['drama', 'romance', 'music', 'european']",['IT'],7.1,3571
tm112171,Samurai II: Duel at Ichijoji Temple,MOVIE,1955,,104,"['drama', 'action', 'history']",['JP'],7.3,6595
tm186717,Shaft in Africa,MOVIE,1973,R,112,"['action', 'thriller', 'crime', 'drama']",['US'],5.9,3038
tm50807,Testament of Orpheus,MOVIE,1960,,83,"['drama', 'fantasy', 'european']",['FR'],7.2,3507
tm158512,Elvis on Tour,MOVIE,1972,G,93,"['music', 'documentation']",['US'],7.5,1730
tm182041,Seance on a Wet Afternoon,MOVIE,1964,,111,"['crime', 'drama', 'thriller']",['GB'],7.6,6586
tm13483,The Immortal Story,MOVIE,1968,,58,"['drama', 'european']",['FR'],7,3240
tm73219,Black Girl,MOVIE,1966,,60,"['drama', 'european']","['FR', 'SN']",7.4,5154
tm94668,Early Spring,MOVIE,1956,,144,['drama'],['JP'],7.8,3365
tm16341,Kill!,MOVIE,1968,,115,"['comedy', 'action', 'drama']",['JP'],7.4,3027
tm10388,Eva,MOVIE,1962,PG,100,"['drama', 'romance', 'european']","['FR', 'IT']",6.4,1935
tm27600,What's a Nice Girl Like You Doing in a Place Like This?,MOVIE,1963,,9,['drama'],['US'],,
tm110298,La Pointe Courte,MOVIE,1956,,86,"['drama', 'european']",['FR'],7.1,3889
tm12567,The Big Shave,MOVIE,1967,,6,['horror'],['US'],,
tm27285,It Happened at the World's Fair,MOVIE,1963,,105,"['comedy', 'romance']",['US'],6,2883
tm145899,"War and Peace, Part IV: Pierre Bezukhov",MOVIE,1967,,97,['drama'],['SU'],8.2,1504
tm149956,Hanzo the Razor: Sword of Justice,MOVIE,1972,,94,"['drama', 'action']",['JP'],6.6,1784
tm82449,Tokyo Olympiad,MOVIE,1965,,170,"['documentation', 'sport']",['JP'],7.8,2040
tm16186,Black Panthers,MOVIE,1968,,28,['documentation'],['FR'],,
tm112936,Hanzo the Razor: Who's Got the Gold?,MOVIE,1974,,84,"['drama', 'action']",['JP'],6.5,929
tm63812,The Hero,MOVIE,1966,,118,['drama'],['IN'],8.3,4657
tm106680,Italianamerican,MOVIE,1980,,49,['documentation'],['US'],7.6,3098
tm181314,"It's Not Just You, Murray!",MOVIE,1964,,17,['comedy'],['US'],,
tm17428,American Boy: A Profile of Steven Prince,MOVIE,1978,,55,['documentation'],['US'],7.3,1648
tm120377,Time Without Pity,MOVIE,1957,,88,"['drama', 'crime']",['GB'],6.8,1631
tm60583,The Entertainer,MOVIE,1960,,96,['drama'],['GB'],7.1,3559
tm120171,Cleopatra Jones and the Casino of Gold,MOVIE,1975,R,94,['action'],"['HK', 'US']",5.6,1082
tm187174,Hanzo the Razor: The Snare,MOVIE,1973,,89,"['drama', 'action']",['JP'],7,1232
tm116122,"War and Peace, Part III: The Year 1812",MOVIE,1967,,82,"['drama', 'war', 'history']",['SU'],8.4,1611
tm56808,Primary,MOVIE,1960,,60,"['documentation', 'history']",['US'],7.1,1386
tm187026,Wattstax,MOVIE,1973,R,98,"['music', 'documentation', 'comedy']",['US'],7.6,860
tm7568,L'amore,MOVIE,1956,,75,"['drama', 'european']",['IT'],6.9,1761
tm79781,The Holy Man,MOVIE,1965,,65,"['comedy', 'drama']",['IN'],7,1575
tm32893,Crisis: Behind a Presidential Commitment,MOVIE,1963,,52,"['documentation', 'history']",['US'],7.8,778
tm15566,Mandabi,MOVIE,1968,,90,"['comedy', 'drama']","['FR', 'SN']",7.3,1225
tm15104,George Carlin: Again!,MOVIE,1978,,82,"['comedy', 'documentation']",['US'],8.1,1424
tm86392,Satan’s Brew,MOVIE,1977,,113,"['comedy', 'drama', 'european', 'romance']",['DE'],6.7,2046
